day,grid_id,risk_score
2025-09-12 00:00:00+00:00,R231C601,0.3666666666666667
2025-09-13 00:00:00+00:00,R220C601,0.3666666666666667
2025-09-14 00:00:00+00:00,R226C605,0.26666666666666666
2025-09-15 00:00:00+00:00,R226C596,0.3666666666666667
2025-09-16 00:00:00+00:00,R231C601,0.3666666666666667
2025-09-17 00:00:00+00:00,R220C601,0.3666666666666667
2025-09-18 00:00:00+00:00,R226C605,0.3666666666666667
2025-09-19 00:00:00+00:00,R226C596,0.3666666666666667
2025-09-20 00:00:00+00:00,R231C601,0.4666666666666667
2025-09-21 00:00:00+00:00,R220C601,0.3666666666666667
