day,grid_id,risk_score
2025-09-12 00:00:00+00:00,R231C601,0.2
2025-09-13 00:00:00+00:00,R220C601,0.2
2025-09-14 00:00:00+00:00,R226C605,0.2
2025-09-15 00:00:00+00:00,R226C596,0.2
2025-09-16 00:00:00+00:00,R231C601,0.2
2025-09-17 00:00:00+00:00,R220C601,0.2
2025-09-18 00:00:00+00:00,R226C605,0.2
2025-09-19 00:00:00+00:00,R226C596,0.2
2025-09-20 00:00:00+00:00,R231C601,0.2
2025-09-21 00:00:00+00:00,R214C601,0.4
2025-09-21 00:00:00+00:00,R219C600,0.4
2025-09-21 00:00:00+00:00,R220C601,0.2
2025-09-21 00:00:00+00:00,R221C589,0.4
2025-09-21 00:00:00+00:00,R221C591,0.4
2025-09-21 00:00:00+00:00,R221C601,0.4
2025-09-21 00:00:00+00:00,R222C588,0.4
2025-09-21 00:00:00+00:00,R222C590,0.4
2025-09-21 00:00:00+00:00,R222C600,0.4
2025-09-21 00:00:00+00:00,R223C586,0.4
2025-09-21 00:00:00+00:00,R223C587,0.4
2025-09-21 00:00:00+00:00,R223C588,0.4
2025-09-21 00:00:00+00:00,R223C598,0.4
2025-09-21 00:00:00+00:00,R223C601,0.4
2025-09-21 00:00:00+00:00,R224C586,0.4000000000000001
2025-09-21 00:00:00+00:00,R224C587,0.4
2025-09-21 00:00:00+00:00,R224C588,0.4
2025-09-21 00:00:00+00:00,R224C589,0.4
2025-09-21 00:00:00+00:00,R224C599,0.4
2025-09-21 00:00:00+00:00,R225C586,0.4000000000000001
2025-09-21 00:00:00+00:00,R225C587,0.4
2025-09-21 00:00:00+00:00,R225C588,0.4
2025-09-21 00:00:00+00:00,R225C599,0.4
2025-09-21 00:00:00+00:00,R226C585,0.4000000000000001
2025-09-21 00:00:00+00:00,R226C586,0.4
2025-09-21 00:00:00+00:00,R226C587,0.4
2025-09-21 00:00:00+00:00,R226C597,0.4
2025-09-21 00:00:00+00:00,R226C598,0.4
2025-09-21 00:00:00+00:00,R226C599,0.4
2025-09-21 00:00:00+00:00,R227C586,0.4
2025-09-21 00:00:00+00:00,R227C588,0.4
2025-09-21 00:00:00+00:00,R227C603,0.4
2025-09-21 00:00:00+00:00,R228C603,0.4
2025-09-21 00:00:00+00:00,R229C601,0.4
2025-09-21 00:00:00+00:00,R229C602,0.4
2025-09-21 00:00:00+00:00,R230C598,0.4
2025-09-21 00:00:00+00:00,R230C602,0.4
2025-09-21 00:00:00+00:00,R230C604,0.4
2025-09-21 00:00:00+00:00,R231C604,0.4
2025-09-21 00:00:00+00:00,R232C611,0.4
2025-09-21 00:00:00+00:00,R233C601,0.4
2025-09-21 00:00:00+00:00,R233C614,0.4
